expr,time,trial,mat_size,memory_used
Rbase,20461,3146,1,79057184
ArmadilloIterator,140495,3146,1,79057184
ArmadilloBase,32742,3146,1,79057184
ArmadilloBase,252176,3147,1,79057280
ArmadilloIterator,129366,3147,1,79057280
Rbase,8881,3147,1,79057280
ArmadilloBase,114497,3148,1,79057392
Rbase,5314,3148,1,79057392
ArmadilloIterator,85393,3148,1,79057392
ArmadilloBase,206926,3149,1,79057464
ArmadilloIterator,122545,3149,1,79057464
Rbase,6455,3149,1,79057464
ArmadilloBase,130246,3150,1,79057560
Rbase,6275,3150,1,79057560
ArmadilloIterator,85553,3150,1,79057560
Rbase,70185,3151,1,79057632
ArmadilloBase,266434,3151,1,79057632
ArmadilloIterator,112665,3151,1,79057632
ArmadilloIterator,425471,3152,1,79057728
Rbase,22258,3152,1,79057728
ArmadilloBase,92361,3152,1,79057728
Rbase,40188,3153,1,79057800
ArmadilloBase,90322,3153,1,79057800
ArmadilloIterator,82109,3153,1,79057800
ArmadilloIterator,156313,3154,1,79057896
ArmadilloBase,38473,3154,1,79057896
Rbase,5362,3154,1,79057896
ArmadilloIterator,149498,3155,1,79058008
ArmadilloBase,40385,3155,1,79058008
Rbase,5025,3155,1,79058008
ArmadilloBase,138760,3156,1,79058080
ArmadilloIterator,98331,3156,1,79058080
Rbase,15266,3156,1,79058080
ArmadilloIterator,172489,3157,1,79058176
Rbase,12946,3157,1,79058176
ArmadilloBase,61403,3157,1,79058176
Rbase,21232,3158,1,79058248
ArmadilloIterator,170249,3158,1,79058248
ArmadilloBase,50972,3158,1,79058248
ArmadilloBase,171595,3159,1,79058344
Rbase,6618,3159,1,79058344
ArmadilloIterator,110241,3159,1,79058344
ArmadilloBase,178617,3160,1,79058416
Rbase,7663,3160,1,79058416
ArmadilloIterator,165662,3160,1,79058416
Rbase,27793,3161,1,79058528
ArmadilloBase,121521,3161,1,79058528
ArmadilloIterator,88224,3161,1,79058528
ArmadilloBase,182126,3162,1,79058624
ArmadilloIterator,152139,3162,1,79058624
Rbase,7344,3162,1,79058624
ArmadilloIterator,353932,3163,1,79058696
Rbase,23573,3163,1,79058696
ArmadilloBase,99165,3163,1,79058696
ArmadilloBase,219016,3164,1,79058792
ArmadilloIterator,119096,3164,1,79058792
Rbase,12336,3164,1,79058792
ArmadilloIterator,218669,3165,1,79058864
Rbase,10676,3165,1,79058864
ArmadilloBase,45478,3165,1,79058864
Rbase,55711,3166,1,79058960
ArmadilloBase,205040,3166,1,79058960
ArmadilloIterator,108225,3166,1,79058960
ArmadilloBase,149668,3167,1,79059032
Rbase,8326,3167,1,79059032
ArmadilloIterator,171139,3167,1,79059032
ArmadilloIterator,171814,3168,1,79059144
ArmadilloBase,85338,3168,1,79059144
Rbase,5042,3168,1,79059144
ArmadilloBase,220849,3169,1,79059240
ArmadilloIterator,98704,3169,1,79059240
Rbase,9002,3169,1,79059240
ArmadilloIterator,160082,3170,1,79059312
ArmadilloBase,38263,3170,1,79059312
Rbase,5132,3170,1,79059312
ArmadilloIterator,187560,3171,1,79059408
ArmadilloBase,43244,3171,1,79059408
Rbase,20843,3171,1,79059408
ArmadilloBase,149399,3172,1,79059480
Rbase,5721,3172,1,79059480
ArmadilloIterator,88339,3172,1,79059480
ArmadilloBase,120330,3173,1,79059576
Rbase,6024,3173,1,79059576
ArmadilloIterator,91540,3173,1,79059576
Rbase,21700,3174,1,79059648
ArmadilloIterator,155554,3174,1,79059648
ArmadilloBase,54126,3174,1,79059648
ArmadilloBase,111045,3175,1,79059760
ArmadilloIterator,142888,3175,1,79059760
Rbase,11700,3175,1,79059760
Rbase,22117,3176,1,79059856
ArmadilloIterator,187188,3176,1,79059856
ArmadilloBase,40976,3176,1,79059856
ArmadilloBase,111470,3177,1,79059928
ArmadilloIterator,86180,3177,1,79059928
Rbase,5671,3177,1,79059928
ArmadilloIterator,303260,3178,1,79060024
ArmadilloBase,107097,3178,1,79060024
Rbase,9562,3178,1,79060024
ArmadilloIterator,164213,3179,1,79060096
ArmadilloBase,43931,3179,1,79060096
Rbase,5709,3179,1,79060096
Rbase,34066,3180,1,79060192
ArmadilloBase,157925,3180,1,79060192
ArmadilloIterator,116623,3180,1,79060192
Rbase,21905,3181,1,79060304
ArmadilloIterator,147283,3181,1,79060304
ArmadilloBase,32980,3181,1,79060304
ArmadilloIterator,169272,3182,1,79060376
ArmadilloBase,41503,3182,1,79060376
Rbase,5879,3182,1,79060376
Rbase,15007,3183,1,79060472
ArmadilloBase,76060,3183,1,79060472
ArmadilloIterator,85340,3183,1,79060472
ArmadilloBase,86133,3184,1,79060544
Rbase,5105,3184,1,79060544
ArmadilloIterator,74168,3184,1,79060544
Rbase,21295,3185,1,79060640
ArmadilloBase,112861,3185,1,79060640
ArmadilloIterator,80618,3185,1,79060640
ArmadilloIterator,160697,3186,1,79060712
ArmadilloBase,41514,3186,1,79060712
Rbase,5507,3186,1,79060712
ArmadilloBase,174430,3187,1,79060808
Rbase,7687,3187,1,79060808
ArmadilloIterator,113235,3187,1,79060808
Rbase,54526,3188,1,79060920
ArmadilloBase,190986,3188,1,79060920
ArmadilloIterator,124830,3188,1,79060920
ArmadilloBase,104586,3189,1,79060992
ArmadilloIterator,86554,3189,1,79060992
Rbase,5401,3189,1,79060992
ArmadilloIterator,372375,3190,1,79061088
Rbase,21780,3190,1,79061088
ArmadilloBase,61934,3190,1,79061088
ArmadilloBase,122685,3191,1,79061160
Rbase,5714,3191,1,79061160
ArmadilloIterator,90176,3191,1,79061160
ArmadilloIterator,212960,3192,1,79061256
ArmadilloBase,55847,3192,1,79061256
Rbase,5765,3192,1,79061256
ArmadilloBase,128213,3193,1,79061328
Rbase,5783,3193,1,79061328
ArmadilloIterator,97275,3193,1,79061328
Rbase,22733,3194,1,79061424
ArmadilloBase,97799,3194,1,79061424
ArmadilloIterator,88001,3194,1,79061424
Rbase,19481,3195,1,79061536
ArmadilloIterator,136241,3195,1,79061536
ArmadilloBase,31510,3195,1,79061536
ArmadilloIterator,160584,3196,1,79061608
Rbase,9222,3196,1,79061608
ArmadilloBase,35906,3196,1,79061608
ArmadilloBase,116803,3197,1,79061704
Rbase,5492,3197,1,79061704
ArmadilloIterator,80798,3197,1,79061704
ArmadilloBase,101929,3198,1,79061776
Rbase,5222,3198,1,79061776
ArmadilloIterator,107283,3198,1,79061776
ArmadilloBase,102985,3199,1,79061872
ArmadilloIterator,107110,3199,1,79061872
Rbase,5295,3199,1,79061872
Rbase,22610,3200,1,79061944
ArmadilloBase,96817,3200,1,79061944
ArmadilloIterator,92922,3200,1,79061944
ArmadilloIterator,171527,3201,1,79062056
ArmadilloBase,40010,3201,1,79062056
Rbase,5096,3201,1,79062056
Rbase,19335,3202,1,79062152
ArmadilloIterator,154685,3202,1,79062152
ArmadilloBase,32782,3202,1,79062152
ArmadilloBase,106876,3203,1,79062224
Rbase,5071,3203,1,79062224
ArmadilloIterator,79423,3203,1,79062224
Rbase,20186,3204,1,79062320
ArmadilloIterator,153000,3204,1,79062320
ArmadilloBase,30891,3204,1,79062320
ArmadilloIterator,351858,3205,1,79062392
ArmadilloBase,96268,3205,1,79062392
Rbase,15337,3205,1,79062392
ArmadilloBase,123819,3206,1,79062488
ArmadilloIterator,80889,3206,1,79062488
Rbase,5447,3206,1,79062488
ArmadilloBase,310109,3207,1,79062560
ArmadilloIterator,212320,3207,1,79062560
Rbase,15483,3207,1,79062560
Rbase,22073,3208,1,79062672
ArmadilloIterator,168065,3208,1,79062672
ArmadilloBase,33196,3208,1,79062672
ArmadilloBase,243897,3209,1,79062768
Rbase,7549,3209,1,79062768
ArmadilloIterator,87255,3209,1,79062768
ArmadilloIterator,140447,3210,1,79062840
Rbase,9453,3210,1,79062840
ArmadilloBase,32060,3210,1,79062840
ArmadilloIterator,158908,3211,1,79062936
Rbase,8766,3211,1,79062936
ArmadilloBase,36372,3211,1,79062936
ArmadilloIterator,141307,3212,1,79063008
Rbase,8804,3212,1,79063008
ArmadilloBase,34251,3212,1,79063008
ArmadilloBase,181777,3213,1,79063104
ArmadilloIterator,105473,3213,1,79063104
Rbase,6471,3213,1,79063104
ArmadilloBase,122266,3214,1,79063176
Rbase,9888,3214,1,79063176
ArmadilloIterator,78826,3214,1,79063176
ArmadilloBase,106541,3215,1,79063288
Rbase,5893,3215,1,79063288
ArmadilloIterator,104379,3215,1,79063288
Rbase,89595,3216,1,79063384
ArmadilloIterator,351270,3216,1,79063384
ArmadilloBase,65008,3216,1,79063384
Rbase,16191,3217,1,79063456
ArmadilloBase,77765,3217,1,79063456
ArmadilloIterator,94136,3217,1,79063456
ArmadilloIterator,158088,3218,1,79063552
ArmadilloBase,41117,3218,1,79063552
Rbase,5319,3218,1,79063552
Rbase,43693,3219,1,79063624
ArmadilloBase,91798,3219,1,79063624
ArmadilloIterator,80038,3219,1,79063624
ArmadilloBase,105175,3220,1,79063720
Rbase,6002,3220,1,79063720
ArmadilloIterator,85949,3220,1,79063720
ArmadilloIterator,189710,3221,1,79063832
Rbase,9267,3221,1,79063832
ArmadilloBase,32882,3221,1,79063832
ArmadilloBase,117778,3222,1,79063904
ArmadilloIterator,90259,3222,1,79063904
Rbase,5741,3222,1,79063904
ArmadilloIterator,157641,3223,1,79064000
ArmadilloBase,50805,3223,1,79064000
Rbase,6119,3223,1,79064000
ArmadilloBase,380795,3224,1,79064072
Rbase,17466,3224,1,79064072
ArmadilloIterator,157991,3224,1,79064072
Rbase,19493,3225,1,79064168
ArmadilloBase,79806,3225,1,79064168
ArmadilloIterator,69690,3225,1,79064168
Rbase,16211,3226,1,79064240
ArmadilloBase,73114,3226,1,79064240
ArmadilloIterator,67213,3226,1,79064240
ArmadilloBase,101561,3227,1,79064336
Rbase,4707,3227,1,79064336
ArmadilloIterator,67573,3227,1,79064336
Rbase,23815,3228,1,79064448
ArmadilloBase,119374,3228,1,79064448
ArmadilloIterator,126161,3228,1,79064448
ArmadilloIterator,167725,3229,1,79064520
Rbase,10566,3229,1,79064520
ArmadilloBase,36193,3229,1,79064520
ArmadilloIterator,188571,3230,1,79064616
Rbase,10588,3230,1,79064616
ArmadilloBase,35233,3230,1,79064616
ArmadilloIterator,183323,3231,1,79064688
Rbase,11323,3231,1,79064688
ArmadilloBase,41094,3231,1,79064688
ArmadilloBase,172775,3232,1,79064784
Rbase,7941,3232,1,79064784
ArmadilloIterator,96579,3232,1,79064784
Rbase,20269,3233,1,79064856
ArmadilloIterator,168483,3233,1,79064856
ArmadilloBase,39072,3233,1,79064856
Rbase,23685,3234,1,79064952
ArmadilloIterator,196183,3234,1,79064952
ArmadilloBase,56397,3234,1,79064952
ArmadilloIterator,172659,3235,1,79065064
ArmadilloBase,42840,3235,1,79065064
Rbase,5200,3235,1,79065064
Rbase,20128,3236,1,79065136
ArmadilloBase,87349,3236,1,79065136
ArmadilloIterator,83970,3236,1,79065136
ArmadilloIterator,191040,3237,1,79065232
ArmadilloBase,67672,3237,1,79065232
Rbase,5547,3237,1,79065232
ArmadilloBase,107450,3238,1,79065304
Rbase,5791,3238,1,79065304
ArmadilloIterator,94099,3238,1,79065304
ArmadilloIterator,194560,3239,1,79065400
Rbase,10496,3239,1,79065400
ArmadilloBase,39290,3239,1,79065400
ArmadilloIterator,160399,3240,1,79065472
Rbase,8631,3240,1,79065472
ArmadilloBase,34186,3240,1,79065472
ArmadilloBase,112703,3241,1,79065584
Rbase,4796,3241,1,79065584
ArmadilloIterator,80537,3241,1,79065584
ArmadilloBase,103778,3242,1,79065680
ArmadilloIterator,98611,3242,1,79065680
Rbase,5896,3242,1,79065680
Rbase,35203,3243,1,79065752
ArmadilloIterator,248077,3243,1,79065752
ArmadilloBase,45531,3243,1,79065752
ArmadilloIterator,203167,3244,1,79065848
Rbase,11309,3244,1,79065848
ArmadilloBase,39219,3244,1,79065848
ArmadilloBase,144120,3245,1,79065920
Rbase,7434,3245,1,79065920
ArmadilloIterator,118059,3245,1,79065920
Rbase,23493,3246,1,79066016
ArmadilloIterator,146295,3246,1,79066016
ArmadilloBase,68404,3246,1,79066016
ArmadilloIterator,169198,3247,1,79066088
ArmadilloBase,37434,3247,1,79066088
Rbase,5249,3247,1,79066088
ArmadilloIterator,336617,3248,1,79066200
Rbase,20279,3248,1,79066200
ArmadilloBase,68835,3248,1,79066200
ArmadilloBase,134612,3249,1,79066296
Rbase,7038,3249,1,79066296
ArmadilloIterator,124364,3249,1,79066296
ArmadilloBase,102378,3250,1,79066368
ArmadilloIterator,110254,3250,1,79066368
Rbase,8272,3250,1,79066368
Rbase,42328,3251,1,79066464
ArmadilloBase,184969,3251,1,79066464
ArmadilloIterator,164184,3251,1,79066464
ArmadilloBase,99646,3252,1,79066536
Rbase,4963,3252,1,79066536
ArmadilloIterator,83895,3252,1,79066536
ArmadilloBase,104117,3253,1,79066632
Rbase,5199,3253,1,79066632
ArmadilloIterator,87014,3253,1,79066632
ArmadilloIterator,174165,3254,1,79066704
Rbase,10075,3254,1,79066704
ArmadilloBase,36457,3254,1,79066704
ArmadilloIterator,406666,3255,1,79066816
ArmadilloBase,120241,3255,1,79066816
Rbase,15181,3255,1,79066816
ArmadilloBase,107114,3256,1,79066912
ArmadilloIterator,91063,3256,1,79066912
Rbase,5874,3256,1,79066912
Rbase,22237,3257,1,79066984
ArmadilloIterator,151555,3257,1,79066984
ArmadilloBase,34291,3257,1,79066984
ArmadilloIterator,180601,3258,1,79067080
ArmadilloBase,47078,3258,1,79067080
Rbase,5581,3258,1,79067080
Rbase,55022,3259,1,79067152
ArmadilloBase,197375,3259,1,79067152
ArmadilloIterator,112124,3259,1,79067152
ArmadilloBase,97698,3260,1,79067248
Rbase,5176,3260,1,79067248
ArmadilloIterator,79669,3260,1,79067248
ArmadilloBase,229827,3261,1,79067360
Rbase,8682,3261,1,79067360
ArmadilloIterator,98388,3261,1,79067360
ArmadilloIterator,265255,3262,1,79067432
ArmadilloBase,64404,3262,1,79067432
Rbase,8067,3262,1,79067432
Rbase,18084,3263,1,79067528
ArmadilloBase,94490,3263,1,79067528
ArmadilloIterator,82535,3263,1,79067528
ArmadilloBase,113393,3264,1,79067600
Rbase,5341,3264,1,79067600
ArmadilloIterator,87371,3264,1,79067600
Rbase,19109,3265,1,79067696
ArmadilloBase,91937,3265,1,79067696
ArmadilloIterator,75321,3265,1,79067696
ArmadilloBase,101347,3266,1,79067768
Rbase,5267,3266,1,79067768
ArmadilloIterator,87647,3266,1,79067768
ArmadilloBase,451457,3267,1,79067864
Rbase,15566,3267,1,79067864
ArmadilloIterator,162418,3267,1,79067864
ArmadilloBase,105749,3268,1,79067976
Rbase,5858,3268,1,79067976
ArmadilloIterator,97373,3268,1,79067976
ArmadilloBase,159810,3269,1,79068048
Rbase,30209,3269,1,79068048
ArmadilloIterator,163207,3269,1,79068048
ArmadilloBase,121453,3270,1,79068144
Rbase,5422,3270,1,79068144
ArmadilloIterator,88696,3270,1,79068144
ArmadilloIterator,314921,3271,1,79068216
ArmadilloBase,79949,3271,1,79068216
Rbase,8595,3271,1,79068216
ArmadilloIterator,151004,3272,1,79068312
Rbase,9945,3272,1,79068312
ArmadilloBase,36616,3272,1,79068312
ArmadilloBase,169094,3273,1,79068384
ArmadilloIterator,99366,3273,1,79068384
Rbase,5644,3273,1,79068384
ArmadilloIterator,312606,3274,1,79068480
Rbase,29879,3274,1,79068480
ArmadilloBase,93485,3274,1,79068480
Rbase,27612,3275,1,79068592
ArmadilloIterator,156360,3275,1,79068592
ArmadilloBase,59569,3275,1,79068592
ArmadilloIterator,342692,3276,1,79068664
ArmadilloBase,92157,3276,1,79068664
Rbase,10593,3276,1,79068664
ArmadilloIterator,132549,3277,1,79068760
ArmadilloBase,32866,3277,1,79068760
Rbase,4326,3277,1,79068760
ArmadilloIterator,147405,3278,1,79068832
ArmadilloBase,33612,3278,1,79068832
Rbase,4518,3278,1,79068832
ArmadilloIterator,167641,3279,1,79068928
ArmadilloBase,65964,3279,1,79068928
Rbase,4652,3279,1,79068928
Rbase,22544,3280,1,79069000
ArmadilloIterator,135783,3280,1,79069000
ArmadilloBase,31962,3280,1,79069000
Rbase,42627,3281,1,79069112
ArmadilloBase,205358,3281,1,79069112
ArmadilloIterator,95554,3281,1,79069112
ArmadilloBase,128269,3282,1,79069208
Rbase,7434,3282,1,79069208
ArmadilloIterator,139930,3282,1,79069208
Rbase,29831,3283,1,79069280
ArmadilloBase,149946,3283,1,79069280
ArmadilloIterator,94049,3283,1,79069280
ArmadilloIterator,331271,3284,1,79069376
ArmadilloBase,99687,3284,1,79069376
Rbase,14260,3284,1,79069376
Rbase,21387,3285,1,79069448
ArmadilloBase,94560,3285,1,79069448
ArmadilloIterator,96383,3285,1,79069448
ArmadilloBase,193764,3286,1,79069544
ArmadilloIterator,121380,3286,1,79069544
Rbase,9666,3286,1,79069544
ArmadilloIterator,150191,3287,1,79069616
Rbase,9230,3287,1,79069616
ArmadilloBase,34989,3287,1,79069616
ArmadilloBase,102977,3288,1,79069728
ArmadilloIterator,88154,3288,1,79069728
Rbase,5716,3288,1,79069728
ArmadilloIterator,226477,3289,1,79069824
Rbase,13688,3289,1,79069824
ArmadilloBase,89059,3289,1,79069824
Rbase,19716,3290,1,79069896
ArmadilloIterator,169833,3290,1,79069896
ArmadilloBase,59414,3290,1,79069896
ArmadilloIterator,154476,3291,1,79069992
Rbase,9966,3291,1,79069992
ArmadilloBase,36442,3291,1,79069992
ArmadilloBase,151847,3292,1,79070064
ArmadilloIterator,101211,3292,1,79070064
Rbase,7153,3292,1,79070064
ArmadilloBase,103795,3293,1,79070160
ArmadilloIterator,85640,3293,1,79070160
Rbase,5504,3293,1,79070160
ArmadilloIterator,206591,3294,1,79070232
Rbase,11774,3294,1,79070232
ArmadilloBase,58398,3294,1,79070232
ArmadilloIterator,175499,3295,1,79070344
ArmadilloBase,40266,3295,1,79070344
Rbase,5182,3295,1,79070344
ArmadilloBase,105718,3296,1,79070440
ArmadilloIterator,99438,3296,1,79070440
Rbase,6214,3296,1,79070440
ArmadilloIterator,217620,3297,1,79070512
ArmadilloBase,64654,3297,1,79070512
Rbase,6734,3297,1,79070512
ArmadilloIterator,240191,3298,1,79070608
Rbase,10082,3298,1,79070608
ArmadilloBase,58304,3298,1,79070608
ArmadilloBase,119335,3299,1,79070680
ArmadilloIterator,74772,3299,1,79070680
Rbase,13236,3299,1,79070680
Rbase,47741,3300,1,79070776
ArmadilloBase,175687,3300,1,79070776
ArmadilloIterator,92815,3300,1,79070776
ArmadilloBase,84921,3301,1,79070888
ArmadilloIterator,70123,3301,1,79070888
Rbase,4723,3301,1,79070888
Rbase,12586,3302,1,79070960
ArmadilloIterator,108359,3302,1,79070960
ArmadilloBase,23999,3302,1,79070960
ArmadilloBase,86132,3303,1,79071056
ArmadilloIterator,67547,3303,1,79071056
Rbase,4245,3303,1,79071056
Rbase,20067,3304,1,79071128
ArmadilloBase,86511,3304,1,79071128
ArmadilloIterator,82576,3304,1,79071128
ArmadilloIterator,136388,3305,1,79071224
Rbase,7724,3305,1,79071224
ArmadilloBase,25525,3305,1,79071224
ArmadilloIterator,125140,3306,1,79071296
Rbase,8356,3306,1,79071296
ArmadilloBase,28228,3306,1,79071296
ArmadilloIterator,217510,3307,1,79071392
Rbase,11128,3307,1,79071392
ArmadilloBase,42730,3307,1,79071392
ArmadilloBase,174070,3308,1,79071504
Rbase,10609,3308,1,79071504
ArmadilloIterator,115849,3308,1,79071504
ArmadilloBase,119820,3309,1,79071576
ArmadilloIterator,79686,3309,1,79071576
Rbase,4896,3309,1,79071576
ArmadilloIterator,155569,3310,1,79071672
ArmadilloBase,50419,3310,1,79071672
Rbase,5802,3310,1,79071672
Rbase,31357,3311,1,79071744
ArmadilloIterator,163191,3311,1,79071744
ArmadilloBase,33233,3311,1,79071744
ArmadilloBase,89751,3312,1,79071840
Rbase,4725,3312,1,79071840
ArmadilloIterator,70953,3312,1,79071840
ArmadilloBase,102471,3313,1,79071912
ArmadilloIterator,75985,3313,1,79071912
Rbase,5023,3313,1,79071912
Rbase,11514,3314,1,79072008
ArmadilloBase,61937,3314,1,79072008
ArmadilloIterator,60201,3314,1,79072008
ArmadilloBase,118968,3315,1,79072120
Rbase,6216,3315,1,79072120
ArmadilloIterator,110089,3315,1,79072120
ArmadilloBase,99018,3316,1,79072192
ArmadilloIterator,79363,3316,1,79072192
Rbase,5207,3316,1,79072192
ArmadilloIterator,141684,3317,1,79072288
ArmadilloBase,35433,3317,1,79072288
Rbase,4493,3317,1,79072288
ArmadilloIterator,185647,3318,1,79072360
ArmadilloBase,64749,3318,1,79072360
Rbase,7471,3318,1,79072360
Rbase,19723,3319,1,79072456
ArmadilloBase,102292,3319,1,79072456
ArmadilloIterator,77206,3319,1,79072456
Rbase,55392,3320,1,79072528
ArmadilloIterator,287615,3320,1,79072528
ArmadilloBase,83995,3320,1,79072528
ArmadilloIterator,304482,3321,1,79072640
Rbase,11450,3321,1,79072640
ArmadilloBase,40439,3321,1,79072640
ArmadilloBase,158473,3322,1,79072736
ArmadilloIterator,136225,3322,1,79072736
Rbase,6874,3322,1,79072736
ArmadilloBase,100343,3323,1,79072808
Rbase,5363,3323,1,79072808
ArmadilloIterator,85733,3323,1,79072808
ArmadilloIterator,466077,3324,1,79072904
Rbase,17211,3324,1,79072904
ArmadilloBase,146234,3324,1,79072904
ArmadilloBase,119649,3325,1,79072976
ArmadilloIterator,83618,3325,1,79072976
Rbase,5159,3325,1,79072976
ArmadilloBase,123799,3326,1,79073072
Rbase,9348,3326,1,79073072
ArmadilloIterator,108477,3326,1,79073072
ArmadilloIterator,165726,3327,1,79073144
Rbase,9336,3327,1,79073144
ArmadilloBase,34782,3327,1,79073144
Rbase,22822,3328,1,79073256
ArmadilloIterator,161335,3328,1,79073256
ArmadilloBase,39494,3328,1,79073256
Rbase,37754,3329,1,79073352
ArmadilloIterator,221229,3329,1,79073352
ArmadilloBase,45699,3329,1,79073352
ArmadilloBase,76898,3330,1,79073424
ArmadilloIterator,70565,3330,1,79073424
Rbase,4314,3330,1,79073424
ArmadilloBase,77466,3331,1,79073520
ArmadilloIterator,82775,3331,1,79073520
Rbase,4989,3331,1,79073520
Rbase,17576,3332,1,79073592
ArmadilloIterator,132030,3332,1,79073592
ArmadilloBase,25889,3332,1,79073592
ArmadilloIterator,153214,3333,1,79073688
ArmadilloBase,39134,3333,1,79073688
Rbase,4344,3333,1,79073688
ArmadilloBase,108957,3334,1,79073760
ArmadilloIterator,77623,3334,1,79073760
Rbase,5040,3334,1,79073760
Rbase,18940,3335,1,79073872
ArmadilloBase,103293,3335,1,79073872
ArmadilloIterator,80838,3335,1,79073872
ArmadilloBase,150563,3336,1,79073968
Rbase,7503,3336,1,79073968
ArmadilloIterator,140234,3336,1,79073968
Rbase,20306,3337,1,79074040
ArmadilloIterator,152090,3337,1,79074040
ArmadilloBase,33483,3337,1,79074040
ArmadilloIterator,147450,3338,1,79074136
ArmadilloBase,38458,3338,1,79074136
Rbase,5467,3338,1,79074136
Rbase,54760,3339,1,79074208
ArmadilloBase,106823,3339,1,79074208
ArmadilloIterator,80789,3339,1,79074208
ArmadilloBase,128730,3340,1,79074304
ArmadilloIterator,78618,3340,1,79074304
Rbase,5036,3340,1,79074304
Rbase,20081,3341,1,79074416
ArmadilloIterator,138833,3341,1,79074416
ArmadilloBase,31600,3341,1,79074416
ArmadilloBase,250363,3342,1,79074488
ArmadilloIterator,97643,3342,1,79074488
Rbase,7849,3342,1,79074488
Rbase,20431,3343,1,79074584
ArmadilloBase,89901,3343,1,79074584
ArmadilloIterator,84143,3343,1,79074584
Rbase,90578,3344,1,79074656
ArmadilloBase,299911,3344,1,79074656
ArmadilloIterator,229249,3344,1,79074656
ArmadilloBase,99290,3345,1,79074752
Rbase,5321,3345,1,79074752
ArmadilloIterator,92132,3345,1,79074752
ArmadilloBase,116901,3346,1,79074824
ArmadilloIterator,119435,3346,1,79074824
Rbase,7215,3346,1,79074824
ArmadilloIterator,307985,3347,1,79074920
ArmadilloBase,74610,3347,1,79074920
Rbase,11267,3347,1,79074920
Rbase,25098,3348,1,79075032
ArmadilloIterator,146651,3348,1,79075032
ArmadilloBase,38059,3348,1,79075032
ArmadilloBase,115309,3349,1,79075104
ArmadilloIterator,93779,3349,1,79075104
Rbase,7190,3349,1,79075104
ArmadilloBase,124416,3350,1,79075200
Rbase,6320,3350,1,79075200
ArmadilloIterator,94910,3350,1,79075200
ArmadilloBase,104575,3351,1,79075272
ArmadilloIterator,81910,3351,1,79075272
Rbase,5749,3351,1,79075272
Rbase,20364,3352,1,79075368
ArmadilloBase,88535,3352,1,79075368
ArmadilloIterator,84602,3352,1,79075368
ArmadilloIterator,303530,3353,1,79075440
ArmadilloBase,88944,3353,1,79075440
Rbase,8631,3353,1,79075440
ArmadilloIterator,217054,3354,1,79075536
ArmadilloBase,63113,3354,1,79075536
Rbase,6332,3354,1,79075536
ArmadilloIterator,324008,3355,1,79075648
ArmadilloBase,57796,3355,1,79075648
Rbase,6594,3355,1,79075648
ArmadilloBase,99083,3356,1,79075720
ArmadilloIterator,83951,3356,1,79075720
Rbase,5724,3356,1,79075720
ArmadilloBase,97076,3357,1,79075816
ArmadilloIterator,86237,3357,1,79075816
Rbase,5199,3357,1,79075816
ArmadilloIterator,174552,3358,1,79075888
ArmadilloBase,40174,3358,1,79075888
Rbase,4907,3358,1,79075888
ArmadilloBase,99344,3359,1,79075984
Rbase,5211,3359,1,79075984
ArmadilloIterator,91271,3359,1,79075984
ArmadilloBase,102094,3360,1,79076056
ArmadilloIterator,82474,3360,1,79076056
Rbase,5490,3360,1,79076056
ArmadilloBase,99392,3361,1,79076168
ArmadilloIterator,84162,3361,1,79076168
Rbase,6027,3361,1,79076168
ArmadilloIterator,159438,3362,1,79076264
ArmadilloBase,41419,3362,1,79076264
Rbase,5549,3362,1,79076264
Rbase,61682,3363,1,79076336
ArmadilloIterator,402155,3363,1,79076336
ArmadilloBase,164933,3363,1,79076336
ArmadilloBase,125587,3364,1,79076432
ArmadilloIterator,81290,3364,1,79076432
Rbase,5338,3364,1,79076432
ArmadilloIterator,154648,3365,1,79076504
Rbase,9578,3365,1,79076504
ArmadilloBase,35629,3365,1,79076504
ArmadilloIterator,143341,3366,1,79076600
ArmadilloBase,36970,3366,1,79076600
Rbase,5277,3366,1,79076600
Rbase,20591,3367,1,79076672
ArmadilloIterator,148204,3367,1,79076672
ArmadilloBase,34987,3367,1,79076672
ArmadilloBase,105326,3368,1,79076784
Rbase,5312,3368,1,79076784
ArmadilloIterator,96187,3368,1,79076784
ArmadilloIterator,236057,3369,1,79076880
ArmadilloBase,86522,3369,1,79076880
Rbase,7058,3369,1,79076880
ArmadilloBase,278439,3370,1,79076952
ArmadilloIterator,175689,3370,1,79076952
Rbase,8612,3370,1,79076952
Rbase,19629,3371,1,79077048
ArmadilloBase,89539,3371,1,79077048
ArmadilloIterator,94615,3371,1,79077048
Rbase,20617,3372,1,79077120
ArmadilloBase,88174,3372,1,79077120
ArmadilloIterator,82031,3372,1,79077120
ArmadilloIterator,154061,3373,1,79077216
Rbase,10134,3373,1,79077216
ArmadilloBase,37593,3373,1,79077216
Rbase,19793,3374,1,79077288
ArmadilloIterator,135231,3374,1,79077288
ArmadilloBase,31265,3374,1,79077288
ArmadilloBase,137170,3375,1,79077400
Rbase,5300,3375,1,79077400
ArmadilloIterator,91105,3375,1,79077400
Rbase,19801,3376,1,79077496
ArmadilloBase,99869,3376,1,79077496
ArmadilloIterator,81014,3376,1,79077496
ArmadilloIterator,151401,3377,1,79077568
ArmadilloBase,39329,3377,1,79077568
Rbase,5153,3377,1,79077568
ArmadilloBase,108328,3378,1,79077664
ArmadilloIterator,89265,3378,1,79077664
Rbase,19936,3378,1,79077664
